Epm_nEng_100ms,VehV_v_100ms,ActMod_trqInr_100ms,RngMod_trqCrSmin_100ms,CoVeh_trqAcs_100ms,Clth_st_100ms,CoEng_st_100ms,Com_rTSC1VRVCURtdrTq_100ms,Com_rTSC1VRRDTrqReq_100ms,RoadSlope_100ms
940.5,69.77,151.2101,-168.0,9.999747,0,3,0,0,-1.0
912.5,68.63,1683.5,-168.0,9.999747,0,3,0,0,1.5
930.5,69.08,2032.366,-147.567,9.999747,0,3,0,0,0.2
1180.0,60.57,2579.5,-168.0,9.999747,0,3,0,0,1.5
893.0,66.33,115.5,-168.0,9.999747,0,3,0,0,-0.8
1040.0,54.14,1319.5,-140.0,9.999747,0,3,0,0,1.3
1156.5,71.55,1767.5,-168.0,9.999747,0,3,0,0,1.5
1124.0,48.16,2632.0,-140.0,9.999747,0,3,0,0,3.1
893.5,66.45,535.5,-168.0,9.999747,0,3,0,0,-0.6
1164.0,71.76,2271.5,-168.0,9.999747,0,3,0,0,1.7
973.5,72.45,0.0,-140.0,9.999747,0,3,0,0,-1.9
1021.0,52.98,1454.154,-117.3458,9.999747,0,3,0,0,1.7
1310.5,38.5,2632.361,-140.0,9.999747,0,3,0,0,4.8
1064.0,54.45,92.59361,-140.0,9.999747,0,3,0,0,1.9
882.5,65.9,451.5,-168.0,9.999747,0,3,0,0,-0.8
1057.5,65.09,1818.879,-168.0,9.999747,0,3,0,0,1.9
915.0,68.12,1683.5,-140.0,9.999747,0,3,0,0,0.6
1191.0,60.69,2579.5,-168.0,9.999747,0,3,0,0,-0.2
1091.5,56.82,759.5,-140.0,9.999747,0,3,0,0,0.2
837.0,62.9,2128.0,-140.0,9.999747,0,3,0,0,2.7
958.0,70.21,0.0,-140.0,9.999747,0,3,0,0,-2.7
882.5,65.57,1207.5,-140.0,9.999747,0,3,0,0,0.4
891.0,66.61,1578.492,-168.0,9.999747,0,3,0,0,0.6
943.5,69.94,1263.5,-168.0,9.999747,0,3,0,0,0.4
1266.5,78.17,0.0,-196.0,9.999747,0,3,0,0,-2.7
1151.5,71.26,2271.5,-168.0,9.999747,0,3,0,0,1.7
898.5,66.98,339.5,-168.0,9.999747,0,3,0,0,-0.6
976.0,62.47,447.3665,-168.0,9.999747,0,3,0,0,2.7
1209.0,62.65,2579.5,-168.0,9.999747,0,3,0,0,3.4
938.0,70.13,34.53391,-168.0,9.999747,0,3,0,0,-1.0
1159.0,41.24,2632.0,-112.0,9.999747,0,3,0,0,4.8
1003.0,74.51,0.0,-168.0,9.999747,0,3,0,0,-0.4
1145.0,70.71,1854.053,-168.0,9.999747,0,3,0,0,0.4
1203.0,74.94,849.6183,-196.0,9.999747,0,3,0,0,0.4
934.0,69.65,1431.5,-168.0,9.999747,0,3,0,0,0.4
1187.5,73.12,562.9654,-196.0,9.999747,0,3,0,0,-1.0
905.5,67.35,1459.5,-140.0,9.999747,0,3,0,0,0.6
901.0,67.81,1965.833,-140.0,9.999747,0,3,0,0,1.5
1083.5,57.81,0.0,-168.0,9.999747,0,3,0,0,3.8
1199.0,73.2,1815.146,-168.0,9.999747,0,3,0,0,-1.7
1165.5,72.36,619.5,-196.0,9.999747,0,3,0,0,0.2
905.0,67.49,1767.5,-140.0,9.999747,0,3,0,0,0.6
928.5,69.94,630.8222,-168.0,9.999747,0,3,0,0,0.4
1150.0,71.12,2019.5,-168.0,9.999747,0,3,0,0,1.7
1174.0,72.78,843.1136,-168.0,9.999747,0,3,0,0,-1.0
1154.5,71.35,1879.5,-168.0,9.999747,0,3,0,0,1.5
1475.0,42.96,2663.5,-140.0,9.999747,0,3,0,0,4.8
1157.0,71.47,2244.875,-140.0,9.999747,0,3,0,0,2.5
1274.5,65.65,0.0,-168.0,9.999747,0,3,0,0,-3.8
1261.0,64.65,2604.0,-196.0,9.999747,0,3,0,0,1.7
904.0,66.93,983.5,-168.0,9.999747,0,3,0,0,-0.2
891.5,66.15,2019.5,-140.0,9.999747,0,3,0,0,1.0
1142.5,70.8,2075.5,-168.0,9.999747,0,3,0,0,1.9
909.5,67.78,1963.5,-168.0,9.999747,0,3,0,0,0.6
1187.5,72.6,2579.5,-168.0,9.999747,0,3,0,0,0.8
1130.5,60.46,0.0,-168.0,9.999747,0,3,0,0,3.8
1144.5,72.2,0.0,-196.0,9.999747,0,3,0,0,0.2
1008.0,75.25,0.0,-168.0,9.999747,0,3,0,0,-1.9
1080.5,55.95,2271.5,-168.0,9.999747,0,3,0,0,2.3
1423.0,50.51,2436.0,-140.0,9.999747,0,3,0,0,3.6
1185.0,73.79,507.5,-196.0,9.999747,0,3,0,0,0.2
1160.5,85.76,0.0,-168.0,9.999747,0,3,0,0,-4.0
1032.0,54.33,2092.317,-140.0,9.999747,0,3,0,0,1.9
993.0,61.27,2327.5,-140.0,9.999747,0,3,0,0,1.7
1063.5,65.28,1733.53,-168.0,9.999747,0,3,0,0,1.9
896.5,67.17,2275.304,-140.0,9.999747,0,3,0,0,1.3
1131.0,48.6,2632.0,-112.0,9.999747,0,3,0,0,2.9
843.5,63.27,2128.302,-140.0,9.999747,0,3,0,0,2.7
1200.5,62.5,1609.249,-196.0,9.999747,0,3,0,0,1.7
1232.5,70.56,548.8034,-181.3034,9.999747,0,3,0,0,0.2
1135.0,48.77,2632.0,-112.0,9.999747,0,3,0,0,3.8
1312.0,81.02,0.0,-196.0,9.999747,0,3,0,0,-2.9
925.0,68.94,1655.5,-168.0,9.999747,0,3,0,0,0.6
1246.5,77.12,0.0,-196.0,9.999747,0,3,0,0,-1.0
1252.5,76.95,0.0,-196.0,9.999747,0,3,0,0,-3.1
1000.0,51.13,932.2485,-140.0,9.999747,0,3,0,0,0.0
1116.5,57.1,2604.0,-168.0,9.999747,0,3,0,0,1.7
1156.0,71.59,1095.5,-196.0,9.999747,0,3,0,0,0.6
981.0,50.2,1361.518,-140.0,9.999747,0,3,0,0,0.0
914.5,68.24,1627.5,-140.0,9.999747,0,3,0,0,0.6
1188.5,73.48,3.414282,-196.0,9.999747,0,3,0,0,-1.9
1280.0,65.87,0.0,-168.0,9.999747,0,3,0,0,-3.8
1073.0,55.52,2355.5,-168.0,9.999747,0,3,0,0,2.3
1174.5,60.56,2579.5,-168.0,9.999747,0,3,0,0,2.7
919.0,68.61,1515.5,-140.0,9.999747,0,3,0,0,0.6
1131.5,48.7,2632.0,-112.0,9.999747,0,3,0,0,3.8
1198.0,73.11,1891.472,-168.0,9.999747,0,3,0,0,-1.7
1358.0,48.03,2660.0,-140.0,9.999747,0,3,0,0,3.1
1292.5,79.54,0.0,-196.0,9.999747,0,3,0,0,-2.7
1153.0,71.25,2187.5,-168.0,9.999747,0,3,0,0,1.9
915.5,68.01,2433.861,-140.0,9.999747,0,3,0,0,1.0
1138.0,48.63,2632.0,-112.0,9.999747,0,3,0,0,2.9
998.5,61.4,2327.5,-140.0,9.999747,0,3,0,0,1.7
1308.5,80.88,0.0,-196.0,9.999747,0,3,0,0,-2.9
1696.0,60.72,1263.5,-252.0,9.999747,0,3,0,0,1.7
1012.5,52.79,1530.084,-140.0,9.999747,0,3,0,0,0.6
1008.5,75.24,0.0,-168.0,9.999747,0,3,0,0,-1.9
1159.0,71.81,1319.5,-168.0,9.999747,0,3,0,0,1.3
1167.0,73.79,0.0,-196.0,9.999747,0,3,0,0,-0.2
1149.5,59.64,1599.5,-168.0,9.999747,0,3,0,0,1.5
1150.5,71.09,2131.5,-168.0,9.999747,0,3,0,0,1.7
1159.0,71.7,1739.5,-168.0,9.999747,0,3,0,0,1.5
1141.0,40.82,2632.0,-112.0,9.999747,0,3,0,0,4.2
1681.5,61.34,148.4238,-252.0,9.999747,0,3,0,0,1.7
1158.5,71.74,1683.5,-168.0,9.999747,0,3,0,0,1.5
906.0,67.67,1963.5,-168.0,9.999747,0,3,0,0,0.6
1131.5,48.72,2632.0,-112.0,9.999747,0,3,0,0,3.8
1159.0,71.83,1683.5,-168.0,9.999747,0,3,0,0,1.5
1017.5,52.02,2383.5,-168.0,9.999747,0,3,0,0,1.3
1201.5,74.04,0.0,-196.0,9.999747,0,3,0,0,-1.7
1256.5,77.44,0.0,-196.0,9.999747,0,3,0,0,-2.1
958.5,50.82,660.3347,-112.0,9.999747,0,3,0,0,2.9
1147.0,41.15,2632.0,-112.0,9.999747,0,3,0,0,4.2
910.5,67.71,2406.045,-140.0,9.999747,0,3,0,0,1.0
1034.0,52.91,2505.358,-168.0,9.999747,0,3,0,0,1.7
1016.5,52.91,1448.92,-140.0,9.999747,0,3,0,0,1.7
1162.5,71.86,2131.243,-168.0,9.999747,0,3,0,0,1.7
889.0,66.32,2334.877,-140.0,9.999747,0,3,0,0,0.6
1301.5,45.67,2632.0,-140.0,9.999747,0,3,0,0,3.8
906.0,67.67,1263.5,-140.0,9.999747,0,3,0,0,0.2
1199.0,62.44,1737.487,-196.0,9.999747,0,3,0,0,1.7
1157.5,71.32,2299.5,-168.0,9.999747,0,3,0,0,1.7
1181.5,49.52,2632.0,-112.0,9.999747,0,3,0,0,1.7
908.0,67.55,1067.5,-168.0,9.999747,0,3,0,0,-0.2
903.5,67.39,2298.601,-140.0,9.999747,0,3,0,0,0.6
1152.0,58.69,1163.706,-140.0,9.999747,0,3,0,0,-1.5
895.0,66.86,1403.5,-168.0,9.999747,0,3,0,0,0.6
939.0,70.21,902.2576,-168.0,9.999747,0,3,0,0,-0.4
1154.5,71.62,1431.5,-168.0,9.999747,0,3,0,0,1.3
1202.5,74.77,927.5,-196.0,9.999747,0,3,0,0,0.4
903.5,67.38,2068.828,-140.0,9.999747,0,3,0,0,1.0
875.0,65.32,1711.5,-140.0,9.999747,0,3,0,0,1.0
1250.0,77.23,0.0,-196.0,9.999747,0,3,0,0,-2.1
1106.0,56.33,0.0,-168.0,9.999747,0,3,0,0,-2.7
1154.5,71.23,2187.031,-168.0,9.999747,0,3,0,0,1.9
1136.5,70.48,2159.5,-168.0,9.999747,0,3,0,0,2.5
1168.0,43.37,2047.985,-140.0,9.999747,0,3,0,0,4.0
967.0,62.72,5.808328,-137.0958,9.999747,0,3,0,0,-2.7
896.0,66.96,1011.5,-168.0,9.999747,0,3,0,0,-0.2
1261.0,53.63,2632.0,-140.0,9.999747,0,3,0,0,2.3
1322.0,67.58,2579.5,-168.0,9.999747,0,3,0,0,0.4
909.5,67.67,1263.5,-140.0,9.999747,0,3,0,0,0.0
1155.0,71.36,2187.5,-140.0,9.999747,0,3,0,0,2.1
1232.5,62.69,2604.0,-196.0,9.999747,0,3,0,0,-0.2
1248.0,63.42,2604.0,-196.0,9.999747,0,3,0,0,-0.2
920.0,68.6,1515.5,-140.0,9.999747,0,3,0,0,0.6
1052.0,65.01,1923.302,-168.0,9.999747,0,3,0,0,1.9
1309.5,46.34,2632.0,-140.0,9.999747,0,3,0,0,4.2
969.5,72.33,0.0,-140.0,9.999747,0,3,0,0,-0.8
902.0,67.21,2355.5,-140.0,9.999747,0,3,0,0,0.6
1003.0,61.58,2329.398,-140.0,9.999747,0,3,0,0,1.7
887.0,66.17,535.5,-168.0,9.999747,0,3,0,0,-0.8
915.5,68.2,1655.5,-140.0,9.999747,0,3,0,0,0.6
1195.5,73.53,1399.592,-168.0,9.999747,0,3,0,0,-0.4
1193.0,50.94,2607.5,-140.0,9.999747,0,3,0,0,2.7
910.5,67.86,2075.5,-168.0,9.999747,0,3,0,0,0.6
1161.0,49.3,2632.0,-112.0,9.999747,0,3,0,0,3.1
973.0,71.41,0.0,-140.0,9.999747,0,3,0,0,-2.7
879.0,65.62,1067.5,-140.0,9.999747,0,3,0,0,-0.6
997.5,74.53,0.0,-168.0,9.999747,0,3,0,0,-0.4
1132.0,48.6,2632.0,-112.0,9.999747,0,3,0,0,2.9
1151.5,59.61,1705.705,-168.0,9.999747,0,3,0,0,1.5
1232.0,76.72,0.0,-196.0,9.999747,0,3,0,0,-3.1
1143.0,40.88,2632.0,-112.0,9.999747,0,3,0,0,4.2
1337.5,68.46,0.0,-196.0,9.999747,0,3,0,0,-3.8
899.0,66.74,2410.574,-140.0,9.999747,0,3,0,0,0.6
1314.5,67.54,2632.0,-196.0,9.999747,0,3,0,0,1.7
1193.5,42.6,2607.5,-140.0,9.999747,0,3,0,0,5.0
1153.5,71.43,2103.5,-168.0,9.999747,0,3,0,0,1.9
1283.0,65.55,0.0,-168.0,9.999747,0,3,0,0,-4.0
920.0,68.73,1607.912,-168.0,9.999747,0,3,0,0,1.5
1283.0,78.99,0.0,-196.0,9.999747,0,3,0,0,-2.7
916.5,68.32,1571.5,-140.0,9.999747,0,3,0,0,0.6
1525.0,66.49,507.5,-224.0,9.999747,0,3,0,0,1.3
1126.5,48.55,2632.0,-112.0,9.999747,0,3,0,0,4.2
889.0,66.31,781.2388,-168.0,9.999747,0,3,0,0,-1.0
1114.5,84.37,0.0,-168.0,9.999747,0,3,0,0,0.4
1148.5,59.69,1543.5,-168.0,9.999747,0,3,0,0,1.5
1154.5,41.43,2632.0,-112.0,9.999747,0,3,0,0,4.8
976.0,72.9,0.0,-140.0,9.999747,0,3,0,0,-2.7
906.5,67.38,2450.036,-140.0,9.999747,0,3,0,0,1.0
1094.0,83.03,0.0,-168.0,9.999747,0,3,0,0,2.7
934.0,69.65,1431.5,-168.0,9.999747,0,3,0,0,0.4
1025.5,45.84,469.044,-130.386,9.999747,0,3,0,0,4.0
1169.5,59.43,2579.5,-168.0,9.999747,0,3,0,0,-0.2
907.5,67.54,2452.615,-140.0,9.999747,0,3,0,0,1.0
944.5,70.6,31.5,-168.0,9.999747,0,3,0,0,-1.3
1179.5,73.0,619.5,-168.0,9.999747,0,3,0,0,-1.0
1150.5,41.11,2632.0,-112.0,9.999747,0,3,0,0,4.2
861.5,64.55,1948.976,-140.0,9.999747,0,3,0,0,0.8
1255.0,52.48,2632.0,-140.0,9.999747,0,3,0,0,1.7
1197.5,43.54,2601.257,-140.0,9.999747,0,3,0,0,5.0
993.5,61.98,2075.5,-112.0,9.999747,0,3,0,0,2.3
1189.5,73.56,0.0,-196.0,9.999747,0,3,0,0,-1.9
1117.0,49.12,2376.148,-140.0,9.999747,0,3,0,0,4.0
1267.5,64.32,2604.0,-196.0,9.999747,0,3,0,0,-0.2
927.5,69.52,283.5,-168.0,9.999747,0,3,0,0,-1.0
1087.0,80.23,0.0,-140.0,9.999747,0,3,0,0,-4.0
848.5,63.31,2212.0,-140.0,9.999747,0,3,0,0,2.7
1182.0,73.36,535.5,-196.0,9.999747,0,3,0,0,0.2
1215.0,61.81,2579.5,-168.0,9.999747,0,3,0,0,-0.2
1175.0,72.31,1907.5,-168.0,9.999747,0,3,0,0,1.3
1152.0,71.31,2215.5,-168.0,9.999747,0,3,0,0,1.9
1190.0,60.52,0.0,-168.0,9.999747,0,3,0,0,-2.7
1114.5,48.1,2635.5,-112.0,9.999747,0,3,0,0,4.2
997.0,51.17,891.9073,-140.0,9.999747,0,3,0,0,0.0
1161.0,71.65,1739.5,-168.0,9.999747,0,3,0,0,1.5
943.5,48.57,1849.09,-168.0,9.999747,0,3,0,0,1.3
1156.5,71.6,1683.5,-168.0,9.999747,0,3,0,0,1.5
1054.0,60.34,0.0,-140.0,9.999747,0,3,0,0,-1.5
1186.0,73.25,283.5,-196.0,9.999747,0,3,0,0,-1.9
1046.5,65.08,1659.085,-140.0,9.999747,0,3,0,0,1.5
1022.0,53.16,1543.5,-140.0,9.999747,0,3,0,0,1.7
1177.0,61.36,2579.5,-168.0,9.999747,0,3,0,0,3.4
990.0,72.68,0.0,-140.0,9.999747,0,3,0,0,-2.7
1100.5,56.98,2215.5,-168.0,9.999747,0,3,0,0,2.3
1260.5,77.79,0.0,-196.0,9.999747,0,3,0,0,-2.7
1140.0,49.5,2632.0,-112.0,9.999747,0,3,0,0,4.6
1266.0,78.16,0.0,-196.0,9.999747,0,3,0,0,-3.1
1157.0,71.8,1319.5,-168.0,9.999747,0,3,0,0,1.3
924.0,68.03,0.0,-140.0,9.999747,0,3,0,0,-2.7
1317.5,46.54,2634.558,-140.0,9.999747,0,3,0,0,4.8
1111.0,82.06,0.0,-168.0,9.999747,0,3,0,0,-4.0
921.0,68.65,1500.415,-140.0,9.999747,0,3,0,0,0.6
904.0,67.66,1263.5,-140.0,9.999747,0,3,0,0,0.4
909.5,67.48,1067.5,-168.0,9.999747,0,3,0,0,-0.2
1290.0,67.07,0.0,-168.0,9.999747,0,3,0,0,-3.8
1297.5,66.44,2607.5,-196.0,9.999747,0,3,0,0,1.7
966.0,72.45,0.0,-140.0,9.999747,0,3,0,0,-2.7
1242.5,76.43,0.0,-196.0,9.999747,0,3,0,0,-3.1
972.5,72.17,0.0,-140.0,9.999747,0,3,0,0,-2.7
1227.0,75.43,0.0,-196.0,9.999747,0,3,0,0,-2.7
904.5,66.96,1011.5,-168.0,9.999747,0,3,0,0,-0.2
1186.0,73.03,591.5,-168.0,9.999747,0,3,0,0,-1.0
1043.5,53.26,2549.146,-168.0,9.999747,0,3,0,0,1.7
1164.0,71.91,2243.5,-168.0,9.999747,0,3,0,0,1.7
1246.0,77.14,0.0,-196.0,9.999747,0,3,0,0,-1.0
1103.0,83.6,0.0,-168.0,9.999747,0,3,0,0,0.4
1143.5,84.82,0.0,-168.0,9.999747,0,3,0,0,-4.0
1061.0,65.39,1601.331,-168.0,9.999747,0,3,0,0,1.9
1082.5,67.34,479.5,-168.0,9.999747,0,3,0,0,-0.6
986.5,50.42,2215.5,-168.0,9.999747,0,3,0,0,1.3
1079.5,55.12,2607.5,-168.0,9.999747,0,3,0,0,1.7
906.0,67.61,1767.5,-140.0,9.999747,0,3,0,0,0.6
1192.5,49.88,817.5767,-140.0,9.999747,0,3,0,0,4.0
1162.0,71.78,2187.5,-168.0,9.999747,0,3,0,0,1.7
1204.5,74.29,0.0,-196.0,9.999747,0,3,0,0,-1.9
1410.5,59.65,2496.052,-196.0,9.999747,0,3,0,0,1.7
1364.0,69.68,2411.5,-196.0,9.999747,0,3,0,0,0.4
1156.5,71.45,2159.5,-168.0,9.999747,0,3,0,0,1.7
1157.5,71.51,2243.5,-168.0,9.999747,0,3,0,0,1.7
916.0,68.15,1655.5,-140.0,9.999747,0,3,0,0,0.6
1131.5,48.61,2632.0,-112.0,9.999747,0,3,0,0,2.9
1319.5,81.22,0.0,-196.0,9.999747,0,3,0,0,-2.7
1211.5,75.17,0.0,-196.0,9.999747,0,3,0,0,-1.9
885.5,66.46,115.5,-168.0,9.999747,0,3,0,0,-1.5
903.0,67.65,976.6799,-168.0,9.999747,0,3,0,0,0.6
931.0,69.18,1627.5,-168.0,9.999747,0,3,0,0,0.4
1038.0,64.67,1711.5,-140.0,9.999747,0,3,0,0,2.3
1046.5,65.6,1612.484,-140.0,9.999747,0,3,0,0,1.5
920.5,68.36,2382.777,-140.0,9.999747,0,3,0,0,1.0
1108.0,47.88,2635.5,-112.0,9.999747,0,3,0,0,4.2
1150.5,71.32,1655.5,-168.0,9.999747,0,3,0,0,1.7
1190.0,61.9,2607.5,-168.0,9.999747,0,3,0,0,3.193945371
1165.0,72.04,2187.5,-168.0,9.999747,0,3,0,0,1.7
1143.0,40.9,2632.0,-112.0,9.999747,0,3,0,0,4.2
1141.5,40.9,2632.0,-112.0,9.999747,0,3,0,0,4.2
1212.5,43.08,2607.5,-112.0,9.999747,0,3,0,0,4.2
1494.0,43.95,2352.0,-168.0,9.999747,0,3,0,0,4.8
1049.0,53.64,378.9009,-140.0,9.999747,0,3,0,0,-2.1
1348.5,69.1,0.0,-196.0,9.999747,0,3,0,0,-3.8
942.5,69.97,1263.5,-168.0,9.999747,0,3,0,0,-0.4
1077.5,55.82,2271.5,-168.0,9.999747,0,3,0,0,2.3
884.0,65.92,199.5,-168.0,9.999747,0,3,0,0,-0.8
1266.5,64.39,2604.0,-196.0,9.999747,0,3,0,0,-0.2
1191.0,61.96,2607.5,-168.0,9.999747,0,3,0,0,3.1
895.0,66.42,1963.5,-140.0,9.999747,0,3,0,0,1.0
1152.0,41.3,2632.0,-112.0,9.999747,0,3,0,0,4.8
1153.0,58.56,2604.0,-168.0,9.999747,0,3,0,0,-0.2
929.0,69.61,227.5,-168.0,9.999747,0,3,0,0,-1.0
1276.0,54.88,1351.7,-196.0,9.999747,0,3,0,0,2.1
1110.5,47.97,2635.5,-112.0,9.999747,0,3,0,0,4.2
1245.0,78.02,0.0,-196.0,9.999747,0,3,0,0,-2.5
1069.5,78.99,0.0,-140.0,9.999747,0,3,0,0,-4.0
1156.0,71.67,1739.5,-168.0,9.999747,0,3,0,0,1.5
895.5,66.93,983.5,-168.0,9.999747,0,3,0,0,-0.2
912.5,68.06,1655.5,-140.0,9.999747,0,3,0,0,0.6
1205.5,74.25,0.0,-196.0,9.999747,0,3,0,0,-1.7
946.0,70.93,0.0,-168.0,9.999747,0,3,0,0,-0.6
1341.0,82.64,3.200208,-224.0,9.999747,0,3,0,0,-2.7
902.5,67.3,1515.5,-140.0,9.999747,0,3,0,0,0.6
1226.5,75.84,0.0,-196.0,9.999747,0,3,0,0,-1.9
1040.5,76.75,0.0,-140.0,9.999747,0,3,0,0,-4.4
1123.5,58.32,1031.223,-140.0,9.999747,0,3,0,0,0.6
874.0,65.5,1151.5,-144.1124,9.999747,0,3,0,0,0.6
1001.5,52.15,1833.262,-140.0,9.999747,0,3,0,0,0.6
1182.0,72.93,675.5,-168.0,9.999747,0,3,0,0,-1.0
1245.5,76.61,0.0,-196.0,9.999747,0,3,0,0,-3.1
1525.5,66.27,501.5359,-224.0,9.999747,0,3,0,0,1.3
1202.5,53.67,2205.423,-168.0,9.999747,0,3,0,0,4.6
982.5,50.98,2635.5,-112.0,9.999747,0,3,0,0,2.9
922.0,68.47,1123.5,-153.8188,9.999747,0,3,0,0,-0.4
903.5,67.42,1739.5,-140.0,9.999747,0,3,0,0,0.6
1256.5,78.1,0.0,-196.0,9.999747,0,3,0,0,-3.1
897.0,66.88,927.5,-168.0,9.999747,0,3,0,0,-0.2
1259.0,63.99,2604.0,-196.0,9.999747,0,3,0,0,-0.2
1120.0,58.17,849.4861,-140.0,9.999747,0,3,0,0,0.6
1149.0,59.69,1543.5,-168.0,9.999747,0,3,0,0,1.5
1107.0,70.14,0.0,-168.0,9.999747,0,3,0,0,3.8
1113.5,82.79,0.0,-168.0,9.999747,0,3,0,0,-4.0
720.5,61.79,397.1547,-140.0,9.999747,0,3,0,0,2.7
1218.5,75.39,0.0,-196.0,9.999747,0,3,0,0,-1.9
899.5,67.06,1291.5,-168.0,9.999747,0,3,0,0,0.4
1217.5,46.43,408.4827,-162.7255,9.999747,0,3,0,0,5.0
893.5,66.27,787.5,-140.0,9.999747,0,3,0,0,-1.0
1180.0,72.89,731.0945,-168.0,9.999747,0,3,0,0,-1.0
1367.0,40.08,2663.5,-140.0,9.999747,0,3,0,0,4.8
1156.5,71.66,1739.5,-168.0,9.999747,0,3,0,0,1.5
999.5,74.54,0.0,-168.0,9.999747,0,3,0,0,-0.4
1157.0,71.58,1739.5,-168.0,9.999747,0,3,0,0,1.5
1165.5,71.99,1767.5,-168.0,9.999747,0,3,0,0,1.7
1235.0,76.71,0.0,-196.0,9.999747,0,3,0,0,-0.6
1153.5,71.4,2103.5,-168.0,9.999747,0,3,0,0,1.9
1061.0,54.81,955.5,-140.0,9.999747,0,3,0,0,0.6
1399.5,59.37,2412.938,-196.0,9.999747,0,3,0,0,1.7
1160.0,71.69,1739.5,-168.0,9.999747,0,3,0,0,1.5
888.5,66.23,1991.5,-140.0,9.999747,0,3,0,0,0.6
978.0,61.54,1637.642,-112.0,9.999747,0,3,0,0,2.3
944.5,70.25,1004.876,-168.0,9.999747,0,3,0,0,-0.4
978.0,50.06,2185.104,-168.0,9.999747,0,3,0,0,1.3
1169.5,72.21,1963.5,-168.0,9.999747,0,3,0,0,1.5
1035.0,62.54,0.0,-140.0,9.999747,0,3,0,0,-2.7
889.5,66.71,1494.493,-168.0,9.999747,0,3,0,0,0.6
1134.5,70.27,2383.5,-168.0,9.999747,0,3,0,0,2.5
932.5,69.91,101.6123,-168.0,9.999747,0,3,0,0,-1.0
1162.0,72.01,2188.676,-168.0,9.999747,0,3,0,0,1.7
1089.5,80.71,0.0,-140.0,9.999747,0,3,0,0,-4.0
937.0,70.35,0.0,-168.0,9.999747,0,3,0,0,-0.6
1325.5,81.62,0.0,-196.0,9.999747,0,3,0,0,-2.7
1242.0,63.67,2604.0,-168.0,9.999747,0,3,0,0,1.7
1149.0,59.33,2604.0,-168.0,9.999747,0,3,0,0,2.7
895.5,67.29,2076.016,-140.0,9.999747,0,3,0,0,1.5
1132.0,48.66,2632.0,-112.0,9.999747,0,3,0,0,3.8
903.5,67.35,2072.0,-140.0,9.999747,0,3,0,0,1.3
1142.0,70.78,2103.309,-168.0,9.999747,0,3,0,0,2.5
966.0,50.62,1898.887,-112.0,9.999747,0,3,0,0,2.9
1210.5,62.68,2579.5,-168.0,9.999747,0,3,0,0,3.4
1218.0,75.35,0.0,-196.0,9.999747,0,3,0,0,-1.9
1153.0,71.2,2243.5,-168.0,9.999747,0,3,0,0,1.7
1427.0,41.83,2688.0,-140.0,9.999747,0,3,0,0,4.8
1148.5,71.12,2047.5,-168.0,9.999747,0,3,0,0,0.0
1166.5,72.49,619.5,-196.0,9.999747,0,3,0,0,0.2
1354.0,48.06,2467.5,-140.0,9.999747,0,3,0,0,4.2
877.0,65.41,1382.123,-140.0,9.999747,0,3,0,0,0.4
1165.0,41.73,2632.0,-112.0,9.999747,0,3,0,0,4.8
1132.5,48.68,2632.0,-112.0,9.999747,0,3,0,0,3.8
1153.5,71.34,1935.5,-168.0,9.999747,0,3,0,0,1.5
1281.0,74.32,0.0,-196.0,9.999747,0,3,0,0,-0.2
937.0,69.99,0.0,-168.0,9.999747,0,3,0,0,-0.6
909.5,67.86,1767.5,-140.0,9.999747,0,3,0,0,0.6
1155.0,71.52,2215.5,-140.0,9.999747,0,3,0,0,2.5
1143.0,48.58,1879.5,-140.0,9.999747,0,3,0,0,1.7
1029.5,53.21,1607.601,-140.0,9.999747,0,3,0,0,1.7
1093.5,56.01,2607.5,-168.0,9.999747,0,3,0,0,1.7
1191.0,72.86,2579.5,-168.0,9.999747,0,3,0,0,0.8
1120.5,68.87,2604.0,-168.0,9.999747,0,3,0,0,0.8
1184.5,72.55,2579.5,-168.0,9.999747,0,3,0,0,0.8
1151.5,58.51,2604.0,-168.0,9.999747,0,3,0,0,-0.2
979.0,51.25,1739.5,-112.0,9.999747,0,3,0,0,2.291636958
1128.5,68.52,2604.0,-168.0,9.999747,0,3,0,0,-1.7
1268.5,54.63,1180.951,-196.0,9.999747,0,3,0,0,2.1
902.0,67.28,1543.5,-140.0,9.999747,0,3,0,0,0.6
1249.5,78.07,0.0,-196.0,9.999747,0,3,0,0,-2.5
1274.0,54.65,1431.5,-196.0,9.999747,0,3,0,0,2.1
1246.0,77.95,0.0,-196.0,9.999747,0,3,0,0,-2.5
953.5,71.9,87.5,-168.0,9.999747,0,3,0,0,0.4
934.5,68.98,0.0,-140.0,9.999747,0,3,0,0,-4.6
901.0,66.8,1235.5,-140.0,9.999747,0,3,0,0,-0.2
1241.5,76.68,0.0,-196.0,9.999747,0,3,0,0,-1.9
1155.5,71.47,2103.5,-168.0,9.999747,0,3,0,0,1.9
1382.0,85.15,0.0,-224.0,9.999747,0,3,0,0,-2.7
902.5,67.35,1067.5,-168.0,9.999747,0,3,0,0,-0.2
1160.0,71.6,2299.5,-168.0,9.999747,0,3,0,0,1.7
1141.5,70.71,2411.5,-168.0,9.999747,0,3,0,0,2.3
886.0,66.17,535.5,-168.0,9.999747,0,3,0,0,-0.8
897.0,66.94,983.5,-168.0,9.999747,0,3,0,0,-0.2
1228.5,75.86,0.0,-196.0,9.999747,0,3,0,0,-1.9
