Epm_nEng_100ms,VehV_v_100ms,ActMod_trqInr_100ms,RngMod_trqCrSmin_100ms,CoVeh_trqAcs_100ms,Clth_st_100ms,CoEng_st_100ms,Com_rTSC1VRVCURtdrTq_100ms,Com_rTSC1VRRDTrqReq_100ms,RoadSlope_100ms
1206.0,61.99,2579.5,-168.0,9.999747,0,3,0,0,1.7
1156.0,41.28,2632.0,-112.0,9.999747,0,3,0,0,4.8
1237.5,63.46,2604.0,-196.0,9.999747,0,3,0,0,1.7
899.0,66.65,2411.117,-140.0,9.999747,0,3,0,0,0.6
1165.0,71.94,2103.5,-168.0,9.999747,0,3,0,0,1.5
1187.0,73.93,535.5,-196.0,9.999747,0,3,0,0,0.2
1110.5,48.24,2635.5,-112.0,9.999747,0,3,0,0,5.0
1157.5,71.57,1011.5,-196.0,9.999747,0,3,0,0,0.2
1155.5,71.44,2187.5,-168.0,9.999747,0,3,0,0,1.7
934.5,69.56,1515.5,-168.0,9.999747,0,3,0,0,0.4
910.0,67.48,784.7929,-168.0,9.999747,0,3,0,0,-0.2
1097.5,47.43,2635.5,-112.0,9.999747,0,3,0,0,4.2
1143.5,40.92,2632.0,-112.0,9.999747,0,3,0,0,4.2
1022.0,53.11,1515.5,-112.0,9.999747,0,3,0,0,1.7
1345.0,47.31,2015.645,-140.0,9.999747,0,3,0,0,1.976551198
1156.5,71.46,2215.5,-168.0,9.999747,0,3,0,0,1.7
1003.0,74.49,0.0,-168.0,9.999747,0,3,0,0,-0.4
926.5,68.84,1627.5,-168.0,9.999747,0,3,0,0,0.6
1167.5,72.54,591.5,-196.0,9.999747,0,3,0,0,0.2
960.5,70.82,0.0,-140.0,9.999747,0,3,0,0,-4.6
1156.0,71.4,2215.5,-168.0,9.999747,0,3,0,0,1.7
1085.5,56.46,759.5,-140.0,9.999747,0,3,0,0,0.2
870.0,65.68,1599.5,-140.0,9.999747,0,3,0,0,0.8
932.0,69.65,1431.5,-168.0,9.999747,0,3,0,0,0.4
1260.5,53.22,1913.198,-140.0,9.999747,0,3,0,0,-0.4
1047.5,53.59,399.275,-140.0,9.999747,0,3,0,0,-2.1
1242.5,76.97,0.0,-196.0,9.999747,0,3,0,0,-1.0
917.0,68.79,815.5,-168.0,9.999747,0,3,0,0,-0.4
873.5,65.38,1438.055,-140.0,9.999747,0,3,0,0,1.0
1470.0,51.25,2663.5,-140.0,9.999747,0,3,0,0,1.7
1165.5,49.62,2632.0,-112.0,9.999747,0,3,0,0,3.1
1021.0,53.1,1515.5,-124.2256,9.999747,0,3,0,0,1.7
1144.0,70.71,2383.5,-168.0,9.999747,0,3,0,0,2.3
1298.0,66.77,2607.5,-196.0,9.999747,0,3,0,0,1.7
1069.0,54.51,700.6603,-196.0,9.999747,0,3,0,0,2.1
1171.0,41.74,2632.0,-112.0,9.999747,0,3,0,0,4.6
1152.5,58.86,0.0,-168.0,9.999747,0,3,0,0,-2.7
1193.5,42.62,2607.5,-140.0,9.999747,0,3,0,0,5.0
1248.0,77.19,0.0,-196.0,9.999747,0,3,0,0,-1.0
1149.5,71.11,2075.5,-168.0,9.999747,0,3,0,0,0.928618364
905.0,67.55,1991.5,-168.0,9.999747,0,3,0,0,0.6
1038.0,55.46,308.4741,-118.1611,9.999747,0,3,0,0,4.6
898.5,67.06,815.5,-168.0,9.999747,0,3,0,0,-0.2
1290.0,45.29,2632.0,-140.0,9.999747,0,3,0,0,3.8
935.5,69.6,1532.986,-168.0,9.999747,0,3,0,0,0.4
910.5,67.86,2075.5,-168.0,9.999747,0,3,0,0,0.6
1320.5,46.7,2635.5,-140.0,9.999747,0,3,0,0,4.2
1161.5,71.75,2271.5,-168.0,9.999747,0,3,0,0,1.7
1157.5,71.85,787.5,-196.0,9.999747,0,3,0,0,0.2
1164.0,72.11,2131.5,-168.0,9.999747,0,3,0,0,1.7
967.0,71.7,162.9433,-168.0,9.999747,0,3,0,0,0.4
1154.0,41.39,2632.0,-112.0,9.999747,0,3,0,0,4.2
892.0,66.58,507.5,-168.0,9.999747,0,3,0,0,-0.6
1212.0,74.77,0.0,-196.0,9.999747,0,3,0,0,-1.9
933.5,69.49,1543.5,-168.0,9.999747,0,3,0,0,0.4
1295.0,66.02,2607.5,-168.0,9.999747,0,3,0,0,0.4
1063.0,65.93,876.91,-196.0,9.999747,0,3,0,0,0.6
1278.0,45.3,202.5225,-168.0,9.999747,0,3,0,0,4.2
1182.5,72.93,675.5,-168.0,9.999747,0,3,0,0,-1.0
888.5,66.21,535.5,-168.0,9.999747,0,3,0,0,-0.6
488.0,75.8,364.1537,-112.0,9.999747,0,3,0,0,-0.2
1193.0,73.46,87.5,-196.0,9.999747,0,3,0,0,-1.9
1164.5,71.87,1823.5,-168.0,9.999747,0,3,0,0,1.5
1177.0,61.41,2579.5,-168.0,9.999747,0,3,0,0,3.4
1178.0,61.51,1056.083,-168.0,9.999747,0,3,0,0,1.5
1249.0,76.91,0.0,-196.0,9.999747,0,3,0,0,-3.1
902.5,67.72,1971.936,-140.0,9.999747,0,3,0,0,1.5
1232.0,76.15,0.0,-196.0,9.999747,0,3,0,0,-1.9
1249.0,53.07,2632.0,-140.0,9.999747,0,3,0,0,2.3
914.5,68.16,1544.33,-140.0,9.999747,0,3,0,0,0.6
1308.5,80.47,0.0,-196.0,9.999747,0,3,0,0,-2.9
878.5,65.59,1991.5,-140.0,9.999747,0,3,0,0,1.0
992.0,61.27,2327.5,-140.0,9.999747,0,3,0,0,1.7
888.5,66.16,115.5,-168.0,9.999747,0,3,0,0,-0.8
1135.0,48.73,2632.0,-112.0,9.999747,0,3,0,0,3.8
1410.0,72.03,0.0,-196.0,9.999747,0,3,0,0,-3.8
1157.0,71.6,1095.5,-196.0,9.999747,0,3,0,0,0.6
1395.5,40.86,2688.0,-140.0,9.999747,0,3,0,0,4.8
1134.5,48.73,2632.0,-112.0,9.999747,0,3,0,0,3.8
1170.5,59.3,2632.0,-140.0,9.999747,0,3,0,0,-1.7
1588.0,60.49,0.0,-224.0,9.999747,0,3,0,0,1.7
905.5,67.52,1390.172,-168.0,9.999747,0,3,0,0,0.6
1142.5,70.87,2075.5,-168.0,9.999747,0,3,0,0,2.5
1158.0,41.46,2632.0,-112.0,9.999747,0,3,0,0,4.8
1058.5,54.22,371.3201,-140.0,9.999747,0,3,0,0,-2.1
1141.0,69.89,2604.0,-168.0,9.999747,0,3,0,0,0.8
1141.5,70.69,2215.5,-168.0,9.999747,0,3,0,0,2.1
1343.0,47.56,2660.0,-140.0,9.999747,0,3,0,0,3.1
1334.0,47.37,2520.0,-140.0,9.999747,0,3,0,0,4.2
911.5,68.26,1543.5,-140.0,9.999747,0,3,0,0,0.6
1002.5,61.65,2355.5,-140.0,9.999747,0,3,0,0,1.7
1162.0,71.83,1291.5,-168.0,9.999747,0,3,0,0,1.3
902.0,67.56,1067.5,-168.0,9.999747,0,3,0,0,-0.2
947.0,70.77,359.8165,-168.0,9.999747,0,3,0,0,-1.3
912.0,67.88,2494.58,-140.0,9.999747,0,3,0,0,1.0
864.0,64.88,2253.405,-140.0,9.999747,0,3,0,0,1.5
1281.5,45.39,230.2597,-168.0,9.999747,0,3,0,0,4.8
741.0,62.82,361.2432,-140.4767,9.999747,0,3,0,0,2.7
880.0,65.48,1935.5,-140.0,9.999747,0,3,0,0,1.0
1246.5,43.89,811.1472,-153.7824,9.999747,0,3,0,0,4.2
936.5,69.65,1431.5,-168.0,9.999747,0,3,0,0,0.4
1173.0,72.47,1851.5,-168.0,9.999747,0,3,0,0,1.0
1036.0,54.02,1291.5,-140.0,9.999747,0,3,0,0,1.3
1005.5,75.2,0.0,-168.0,9.999747,0,3,0,0,-1.9
1335.0,67.98,2523.5,-194.1494,9.999747,0,3,0,0,0.4
1287.0,65.68,2607.5,-168.0,9.999747,0,3,0,0,0.4
1228.5,44.3,758.4953,-168.0,9.999747,0,3,0,0,4.2
1156.0,71.27,2355.5,-140.0,9.999747,0,3,0,0,2.5
1170.0,72.16,1991.5,-168.0,9.999747,0,3,0,0,1.5
954.5,70.77,143.5,-168.0,9.999747,0,3,0,0,-1.3
890.0,66.31,1991.5,-140.0,9.999747,0,3,0,0,1.0
1308.0,80.48,0.0,-196.0,9.999747,0,3,0,0,-2.7
910.0,67.61,2215.5,-140.0,9.999747,0,3,0,0,0.6
1376.0,48.1,2663.5,-140.0,9.999747,0,3,0,0,1.7
1113.5,57.75,751.4182,-140.0,9.999747,0,3,0,0,0.6
1168.0,72.06,2159.5,-168.0,9.999747,0,3,0,0,1.7
1159.5,71.66,1739.5,-168.0,9.999747,0,3,0,0,1.5
1221.5,51.63,2607.5,-118.5657,9.999747,0,3,0,0,1.9
1205.5,62.68,2579.5,-168.0,9.999747,0,3,0,0,3.4
1234.5,76.6,0.0,-196.0,9.999747,0,3,0,0,-3.1
1240.5,63.65,2604.0,-168.0,9.999747,0,3,0,0,1.7
919.5,68.54,1571.5,-140.0,9.999747,0,3,0,0,0.6
1083.0,56.43,2335.325,-140.0,9.999747,0,3,0,0,2.1
1156.0,85.41,0.0,-168.0,9.999747,0,3,0,0,-4.0
1180.5,72.89,1336.734,-168.0,9.999747,0,3,0,0,0.6
1149.5,71.37,2047.5,-168.0,9.999747,0,3,0,0,2.5
1149.5,70.87,2467.5,-168.0,9.999747,0,3,0,0,2.5
1303.5,66.55,0.0,-196.0,9.999747,0,3,0,0,-4.0
995.5,62.18,1824.675,-168.0,9.999747,0,3,0,0,2.7
1156.0,71.62,2075.5,-168.0,9.999747,0,3,0,0,1.7
1133.0,48.69,2632.0,-112.0,9.999747,0,3,0,0,3.8
904.5,67.52,1319.5,-140.0,9.999747,0,3,0,0,0.6
1134.0,48.21,1935.5,-140.0,9.999747,0,3,0,0,1.7
1290.0,66.13,0.0,-172.988,9.999747,0,3,0,0,-4.0
1160.0,71.66,1907.5,-168.0,9.999747,0,3,0,0,1.5
1098.5,62.39,0.0,-140.0,9.999747,0,3,0,0,-2.7
1178.0,72.89,1347.5,-168.0,9.999747,0,3,0,0,0.6
1102.5,47.68,2635.5,-112.0,9.999747,0,3,0,0,4.2
890.5,66.54,1634.551,-168.0,9.999747,0,3,0,0,0.6
833.5,60.94,0.0,-112.0,9.999747,0,3,0,0,-2.7
1226.0,62.98,2581.533,-196.0,9.999747,0,3,0,0,1.7
1297.0,45.5,2632.0,-140.0,9.999747,0,3,0,0,4.2
849.0,63.43,2240.0,-140.0,9.999747,0,3,0,0,2.7
885.0,66.08,535.5,-168.0,9.999747,0,3,0,0,-0.8
1168.0,72.12,1992.422,-168.0,9.999747,0,3,0,0,1.5
1162.5,71.79,1235.5,-168.0,9.999747,0,3,0,0,0.6
1153.5,71.48,2047.5,-168.0,9.999747,0,3,0,0,2.5
1145.5,70.74,2439.5,-168.0,9.999747,0,3,0,0,2.5
1165.0,72.02,1683.5,-168.0,9.999747,0,3,0,0,1.5
1157.0,41.36,2632.0,-112.0,9.999747,0,3,0,0,4.8
1149.0,59.63,1741.263,-168.0,9.999747,0,3,0,0,1.5
1168.0,72.13,1991.5,-168.0,9.999747,0,3,0,0,1.5
